source_table,temperature_k,pressure_gpa,log10_fugacity
Table S5,1100.0,54.0,7.58236055534549
Table S5,1100.0,55.0,7.94434117253481
Table S5,1100.0,56.0,8.30567605576366
Table S5,1100.0,57.0,8.66637369969552
Table S5,1100.0,58.0,9.02644237543026
Table S5,1100.0,59.0,9.38589013929407
Table S5,1100.0,60.0,9.74472484117308
Table S5,1100.0,61.0,10.1029541324201
Table S5,1100.0,62.0,10.4605854733617
Table S5,1100.0,63.0,10.8176261404292
Table S5,1100.0,64.0,11.1740832329396
Table S5,1100.0,65.0,11.5299636795441
Table S5,1100.0,66.0,11.8852742443681
Table S5,1100.0,67.0,12.2400215328572
Table S5,1100.0,68.0,12.5942119973504
Table S5,1100.0,69.0,12.9478519423925
Table S5,1100.0,70.0,13.300947529804
Table S5,1100.0,71.0,13.6535047835199
Table S5,1100.0,72.0,14.0055295942117
Table S5,1100.0,73.0,14.3570277237046
Table S5,1100.0,74.0,14.7080048091999
Table S5,1100.0,75.0,15.0584663673151
Table S5,1100.0,76.0,15.4084177979496
Table S5,1100.0,77.0,15.7578643879869
Table S5,1100.0,78.0,16.1068113148409
Table S5,1100.0,79.0,16.4552636498545
Table S5,1100.0,80.0,16.8032263615586
Table S5,1100.0,81.0,17.1507043187982
Table S5,1100.0,82.0,17.4977022937324
Table S5,1100.0,83.0,17.8442249647149
Table S5,1100.0,84.0,18.1902769190604
Table S5,1100.0,85.0,18.5358626557025
Table S5,1100.0,86.0,18.8809865877495
Table S5,1100.0,87.0,19.2256530449413
Table S5,1100.0,88.0,19.5698662760131
Table S5,1100.0,89.0,19.9136304509706
Table S5,1100.0,90.0,20.2569496632795
Table S5,1100.0,91.0,20.599827931975
Table S5,1100.0,92.0,20.942269203694
Table S5,1100.0,93.0,21.2842773546325
Table S5,1100.0,94.0,21.6258561924344
Table S5,1100.0,95.0,21.9670094580117
Table S5,1100.0,96.0,22.307740827301
Table S5,1100.0,97.0,22.6480539129587
Table S5,1100.0,98.0,22.9879522659971
Table S5,1100.0,99.0,23.3274393773642
Table S5,1100.0,100.0,23.6665186794704
Table S5,1200.0,0.0,-11.4878581038086
Table S5,1200.0,1.0,-11.0966920862478
Table S5,1200.0,2.0,-10.7078026957895
Table S5,1200.0,3.0,-10.3210750510707
Table S5,1200.0,4.0,-9.93640530450727
Table S5,1200.0,5.0,-9.5536991437226
Table S5,1200.0,6.0,-9.17287054897413
Table S5,1200.0,7.0,-8.79384075495699
Table S5,1200.0,8.0,-8.41653737716257
Table S5,1200.0,9.0,-8.04089367179588
Table S5,1200.0,10.0,-7.66684790491912
Table S5,1200.0,11.0,-7.29434281156335
Table S5,1200.0,12.0,-6.9233251294473
Table S5,1200.0,13.0,-6.55374519495925
Table S5,1200.0,14.0,-6.18555659141233
Table S5,1200.0,15.0,-5.81871584143462
Table S5,1200.0,16.0,-5.453182136821
Table S5,1200.0,17.0,-5.08891710034248
Table S5,1200.0,18.0,-4.72588457494678
Table S5,1200.0,19.0,-4.36405043654138
Table S5,1200.0,20.0,-4.00338242716607
Table S5,1200.0,21.0,-3.64385000586484
Table S5,1200.0,22.0,-3.28542421498026
Table S5,1200.0,23.0,-2.92807755993495
Table S5,1200.0,24.0,-2.57178390084788
Table S5,1200.0,25.0,-2.21651835456955
Table S5,1200.0,26.0,-1.8622572059179
Table S5,1200.0,27.0,-1.50897782706321
Table S5,1200.0,28.0,-1.15665860415085
Table S5,1200.0,29.0,-0.805278870370084
Table S5,1200.0,30.0,-0.45481884477814
Table S5,1200.0,31.0,-0.105259576275958
Table S5,1200.0,32.0,0.243417107794236
Table S5,1200.0,33.0,0.591228648895169
Table S5,1200.0,34.0,0.938191800795358
Table S5,1200.0,35.0,1.28432266968764
Table S5,1200.0,36.0,1.62963675124715
Table S5,1200.0,37.0,1.97414896491452
Table S5,1200.0,38.0,2.31787368565883
Table S5,1200.0,39.0,2.66082477344719
Table S5,1200.0,40.0,3.0030156006241
Table S5,1200.0,41.0,3.34445907738227
Table S5,1200.0,42.0,3.68516767548812
Table S5,1200.0,43.0,4.02515345040892
Table S5,1200.0,44.0,4.36442806197352
Table S5,1200.0,45.0,4.70300279368629
Table S5,1200.0,46.0,5.04088857080199
Table S5,1200.0,47.0,5.37809597725942
Table S5,1200.0,48.0,5.71463527156228
Table S5,1200.0,49.0,6.05051640168798
Table S5,1200.0,50.0,6.3857490190974
Table S5,1200.0,51.0,6.72034249191252
Table S5,1200.0,52.0,7.05430591732267
Table S5,1200.0,53.0,7.38764813327502
Table S5,1200.0,54.0,7.7203777295003
Table S5,1200.0,55.0,8.05250305792021
Table S5,1200.0,56.0,8.38403224247933
Table S5,1200.0,57.0,8.71497318844078
Table S5,1200.0,58.0,9.04533359118173
Table S5,1200.0,59.0,9.37512094452184
Table S5,1200.0,60.0,9.70434254861549
Table S5,1200.0,61.0,10.0330055174357
Table S5,1200.0,62.0,10.361116785876
Table S5,1200.0,63.0,10.6886831164947
Table S5,1200.0,64.0,11.0157111059225
Table S5,1200.0,65.0,11.3422071909563
Table S5,1200.0,66.0,11.668177654356
Table S5,1200.0,67.0,11.993628630364
Table S5,1200.0,68.0,12.3185661099627
Table S5,1200.0,69.0,12.6429959458855
Table S5,1200.0,70.0,12.9669238573963
Table S5,1200.0,71.0,13.2903554348497
Table S5,1200.0,72.0,13.6132961440453
Table S5,1200.0,73.0,13.9357513303871
Table S5,1200.0,74.0,14.2577262228589
Table S5,1200.0,75.0,14.5792259378256
Table S5,1200.0,76.0,14.9002554826702
Table S5,1200.0,77.0,15.2208197592751
Table S5,1200.0,78.0,15.5409235673562
Table S5,1200.0,79.0,15.8605716076568
Table S5,1200.0,80.0,16.1797684850092
Table S5,1200.0,81.0,16.4985187112715
Table S5,1200.0,82.0,16.8168267081438
Table S5,1200.0,83.0,17.1346968098722
Table S5,1200.0,84.0,17.4521332658449
Table S5,1200.0,85.0,17.7691402430859
Table S5,1200.0,86.0,18.0857218286515
Table S5,1200.0,87.0,18.4018820319345
Table S5,1200.0,88.0,18.7176247868799
Table S5,1200.0,89.0,19.0329539541165
Table S5,1200.0,90.0,19.3478733230094
Table S5,1200.0,91.0,19.6623866136351
Table S5,1200.0,92.0,19.9764974786846
Table S5,1200.0,93.0,20.2902095052966
Table S5,1200.0,94.0,20.6035262168251
Table S5,1200.0,95.0,20.9164510745428
Table S5,1200.0,96.0,21.2289874792847
Table S5,1200.0,97.0,21.5411387730337
Table S5,1200.0,98.0,21.8529082404504
Table S5,1200.0,99.0,22.1642991103512
Table S5,1200.0,100.0,22.4753145571344
Table S5,1300.0,0.0,-9.92608339532197
Table S5,1300.0,1.0,-9.56373301598201
Table S5,1300.0,2.0,-9.2035594038136
Table S5,1300.0,3.0,-8.84544842190792
Table S5,1300.0,4.0,-8.48929731504277
Table S5,1300.0,5.0,-8.13501310680881
Table S5,1300.0,6.0,-7.78251128032629
Table S5,1300.0,7.0,-7.43171468338052
Table S5,1300.0,8.0,-7.08255261278876
Table S5,1300.0,9.0,-6.73496004315611
Table S5,1300.0,10.0,-6.38887697290423
Table S5,1300.0,11.0,-6.04424786628363
Table S5,1300.0,12.0,-5.70102117451373
Table S5,1300.0,13.0,-5.35914892259873
Table S5,1300.0,14.0,-5.01858635100242
Table S5,1300.0,15.0,-4.67929160342155
Table S5,1300.0,16.0,-4.34122545351501
Table S5,1300.0,17.0,-4.0043510647274
Table S5,1300.0,18.0,-3.66863377836809
Table S5,1300.0,19.0,-3.33404092592808
Table S5,1300.0,20.0,-3.00054166228083
Table S5,1300.0,21.0,-2.66810681695281
Table S5,1300.0,22.0,-2.33670876109098
Table S5,1300.0,23.0,-2.00632128811754
Table S5,1300.0,24.0,-1.67691950636219
Table S5,1300.0,25.0,-1.34847974221108
Table S5,1300.0,26.0,-1.02097945252016
Table S5,1300.0,27.0,-0.69439714521432
Table S5,1300.0,28.0,-0.368712307140812
Table S5,1300.0,29.0,-0.0439053383694094
Table S5,1300.0,30.0,0.280042507763152
Table S5,1300.0,31.0,0.603149179477162
Table S5,1300.0,32.0,0.925431876778526
Table S5,1300.0,33.0,1.2469070975625
Table S5,1300.0,34.0,1.56759068000649
Table S5,1300.0,35.0,1.88749784161729
Table S5,1300.0,36.0,2.20664321525564
Table S5,1300.0,37.0,2.52504088242466
Table S5,1300.0,38.0,2.84270440407665
Table S5,1300.0,39.0,3.15964684916475
Table S5,1300.0,40.0,3.4758808211422
Table S5,1300.0,41.0,3.79141848258971
Table S5,1300.0,42.0,4.10627157813354
Table S5,1300.0,43.0,4.42045145579962
Table S5,1300.0,44.0,4.73396908693503
Table S5,1300.0,45.0,5.04683508481464
Table S5,1300.0,46.0,5.35905972203985
Table S5,1300.0,47.0,5.67065294682552
Table S5,1300.0,48.0,5.98162439826276
Table S5,1300.0,49.0,6.29198342063658
Table S5,1300.0,50.0,6.6017390768706
Table S5,1300.0,51.0,6.91090016116419
Table S5,1300.0,52.0,7.21947521088192
Table S5,1300.0,53.0,7.5274725177497
Table S5,1300.0,54.0,7.83490013840755
Table S5,1300.0,55.0,8.14176590436443
Table S5,1300.0,56.0,8.44807743139703
Table S5,1300.0,57.0,8.75384212843078
Table S5,1300.0,58.0,9.05906720593824
Table S5,1300.0,59.0,9.36375968388728
Table S5,1300.0,60.0,9.66792639926888
Table S5,1300.0,61.0,9.97157401323186
Table S5,1300.0,62.0,10.27470901785
Table S5,1300.0,63.0,10.5773377425451
Table S5,1300.0,64.0,10.8794663601872
Table S5,1300.0,65.0,11.1811008928922
Table S5,1300.0,66.0,11.4822472175358
Table S5,1300.0,67.0,11.7829110710003
Table S5,1300.0,68.0,12.0830980551705
Table S5,1300.0,69.0,12.3828136416944
Table S5,1300.0,70.0,12.68206317652
Table S5,1300.0,71.0,12.9808518842247
Table S5,1300.0,72.0,13.2791848721459
Table S5,1300.0,73.0,13.5770671343259
Table S5,1300.0,74.0,13.8745035552806
Table S5,1300.0,75.0,14.1714989136025
Table S5,1300.0,76.0,14.4680578854061
Table S5,1300.0,77.0,14.7641850476254
Table S5,1300.0,78.0,15.0598848811696
Table S5,1300.0,79.0,15.3551617739469
Table S5,1300.0,80.0,15.6500200237611
Table S5,1300.0,81.0,15.9444638410891
Table S5,1300.0,82.0,16.238497351744
Table S5,1300.0,83.0,16.5321245994315
Table S5,1300.0,84.0,16.825349548203
Table S5,1300.0,85.0,17.1181760848116
Table S5,1300.0,86.0,17.410608020976
Table S5,1300.0,87.0,17.7026490955559
Table S5,1300.0,88.0,17.9943029766435
Table S5,1300.0,89.0,18.285573263576
Table S5,1300.0,90.0,18.5764634888714
Table S5,1300.0,91.0,18.8669771200919
Table S5,1300.0,92.0,19.1571175616389
Table S5,1300.0,93.0,19.4468881564813
Table S5,1300.0,94.0,19.7362921878214
Table S5,1300.0,95.0,20.0253328807006
Table S5,1300.0,96.0,20.314013403548
Table S5,1300.0,97.0,20.6023368696735
Table S5,1300.0,98.0,20.8903063387098
Table S5,1300.0,99.0,21.1779248180026
Table S5,1300.0,100.0,21.4651952639545
Table S5,1400.0,0.0,-8.58987313447116
Table S5,1400.0,1.0,-8.25217505447432
Table S5,1400.0,2.0,-7.91657390106994
Table S5,1400.0,3.0,-7.5829552318257
Table S5,1400.0,4.0,-7.25121647209479
Table S5,1400.0,5.0,-6.92126517927471
Table S5,1400.0,6.0,-6.59301762564549
Table S5,1400.0,7.0,-6.26639763088273
Table S5,1400.0,8.0,-5.94133559221512
Table S5,1400.0,9.0,-5.61776767251881
Table S5,1400.0,10.0,-5.29563511573815
Table S5,1400.0,11.0,-4.97488366580799
Table S5,1400.0,12.0,-4.65546307036533
Table S5,1400.0,13.0,-4.33732665442655
Table S5,1400.0,14.0,-4.02043095219186
Table S5,1400.0,15.0,-3.70473538744979
Table S5,1400.0,16.0,-3.39020199485949
Table S5,1400.0,17.0,-3.0767951758085
Table S5,1400.0,18.0,-2.76448148367007
Table S5,1400.0,19.0,-2.45322943418267
Table S5,1400.0,20.0,-2.14300933739738
Table S5,1400.0,21.0,-1.83379314822347
Table S5,1400.0,22.0,-1.525554333078
Table S5,1400.0,23.0,-1.21826775053514
Table S5,1400.0,24.0,-0.911909544191174
Table S5,1400.0,25.0,-0.606457046226333
Table S5,1400.0,26.0,-0.301888690365078
Table S5,1400.0,27.0,0.00181606687950619
Table S5,1400.0,28.0,0.304676817637169
Table S5,1400.0,29.0,0.606712267617616
Table S5,1400.0,30.0,0.907940295273137
Table S5,1400.0,31.0,1.20837800581319
Table S5,1400.0,32.0,1.50804178061772
Table S5,1400.0,33.0,1.80694732252796
Table S5,1400.0,34.0,2.105109697435
Table S5,1400.0,35.0,2.40254337253634
Table S5,1400.0,36.0,2.69926225158681
Table S5,1400.0,37.0,2.99527970743306
Table S5,1400.0,38.0,3.29060861208795
Table S5,1400.0,39.0,3.58526136457275
Table S5,1400.0,40.0,3.87924991673028
Table S5,1400.0,41.0,4.17258579719031
Table S5,1400.0,42.0,4.46528013364958
Table S5,1400.0,43.0,4.75734367361181
Table S5,1400.0,44.0,5.04878680371855
Table S5,1400.0,45.0,5.33961956778843
Table S5,1400.0,46.0,5.62985168367083
Table S5,1400.0,47.0,5.91949255900994
Table S5,1400.0,48.0,6.20855130600556
Table S5,1400.0,49.0,6.49703675524955
Table S5,1400.0,50.0,6.78495746870892
Table S5,1400.0,51.0,7.07232175192043
Table S5,1400.0,52.0,7.35913766545571
Table S5,1400.0,53.0,7.64541303571071
Table S5,1400.0,54.0,7.93115546506841
Table S5,1400.0,55.0,8.21637234147979
Table S5,1400.0,56.0,8.50107084750411
Table S5,1400.0,57.0,8.78525796884614
Table S5,1400.0,58.0,9.06894050242478
Table S5,1400.0,59.0,9.352125064005
Table S5,1400.0,60.0,9.63481809542214
Table S5,1400.0,61.0,9.9170258714255
Table S5,1400.0,62.0,10.1987545061659
Table S5,1400.0,63.0,10.4800099593507
Table S5,1400.0,64.0,10.7607980420857
Table S5,1400.0,65.0,11.0411244224263
Table S5,1400.0,66.0,11.3209946306528
Table S5,1400.0,67.0,11.6004140642894
Table S5,1400.0,68.0,11.8793879928803
Table S5,1400.0,69.0,12.157921562539
Table S5,1400.0,70.0,12.4360198002827
Table S5,1400.0,71.0,12.7136876181658
Table S5,1400.0,72.0,12.990929817223
Table S5,1400.0,73.0,13.2677510912332
Table S5,1400.0,74.0,13.544156030314
Table S5,1400.0,75.0,13.8201491243571
Table S5,1400.0,76.0,14.0957347663125
Table S5,1400.0,77.0,14.3709172553295
Table S5,1400.0,78.0,14.6457007997634
Table S5,1400.0,79.0,14.9200895200541
Table S5,1400.0,80.0,15.1940874514837
Table S5,1400.0,81.0,15.4676985468188
Table S5,1400.0,82.0,15.7409266788448
Table S5,1400.0,83.0,16.0137756427962
Table S5,1400.0,84.0,16.2862491586894
Table S5,1400.0,85.0,16.5583508735617
Table S5,1400.0,86.0,16.8300843636226
Table S5,1400.0,87.0,17.10145313632
Table S5,1400.0,88.0,17.3724606323269
Table S5,1400.0,89.0,17.6431102274519
Table S5,1400.0,90.0,17.9134052344766
Table S5,1400.0,91.0,18.183348904924
Table S5,1400.0,92.0,18.4529444307615
Table S5,1400.0,93.0,18.72219494604
Table S5,1400.0,94.0,18.9911035284742
Table S5,1400.0,95.0,19.2596732009641
Table S5,1400.0,96.0,19.5279069330634
Table S5,1400.0,97.0,19.7958076423946
Table S5,1400.0,98.0,20.0633781960144
Table S5,1400.0,99.0,20.3306214117317
Table S5,1400.0,100.0,20.5975400593792
Table S5,1500.0,0.0,-7.43396765197282
Table S5,1500.0,1.0,-7.11758780831646
Table S5,1500.0,2.0,-6.80324177050042
Table S5,1500.0,3.0,-6.49081379631261
Table S5,1500.0,4.0,-6.1802006458276
Table S5,1500.0,5.0,-5.87130967967081
Table S5,1500.0,6.0,-5.56405731981083
Table S5,1500.0,7.0,-5.2583677915268
Table S5,1500.0,8.0,-4.95417208585285
Table S5,1500.0,9.0,-4.65140709668404
Table S5,1500.0,10.0,-4.35001489757824
Table S5,1500.0,11.0,-4.0499421312903
Table S5,1500.0,12.0,-3.75113949104008
Table S5,1500.0,13.0,-3.45356127700933
Table S5,1500.0,14.0,-3.15716501498149
Table S5,1500.0,15.0,-2.8619111266634
Table S5,1500.0,16.0,-2.56776264326256
Table S5,1500.0,17.0,-2.2746849554825
Table S5,1500.0,18.0,-1.98264559435113
Table S5,1500.0,19.0,-1.6916140382899
Table S5,1500.0,20.0,-1.40156154262591
Table S5,1500.0,21.0,-1.11246098838749
Table S5,1500.0,22.0,-0.824286747741618
Table S5,1500.0,23.0,-0.537014563852135
Table S5,1500.0,24.0,-0.250621443283806
Table S5,1500.0,25.0,0.0349144406391515
Table S5,1500.0,26.0,0.319613834875478
Table S5,1500.0,27.0,0.603496485270032
Table S5,1500.0,28.0,0.886581207713709
Table S5,1500.0,29.0,1.16888595271868
Table S5,1500.0,30.0,1.45042786415176
Table S5,1500.0,31.0,1.73122333277042
Table S5,1500.0,32.0,2.01128804512296
Table S5,1500.0,33.0,2.29063702830298
Table S5,1500.0,34.0,2.56928469098775
Table S5,1500.0,35.0,2.84724486113772
Table S5,1500.0,36.0,3.12453082068953
Table S5,1500.0,37.0,3.401155337536
Table S5,1500.0,38.0,3.67713069505292
Table S5,1500.0,39.0,3.95246871940329
Table S5,1500.0,40.0,4.22718080482403
Table S5,1500.0,41.0,4.50127793707802
Table S5,1500.0,42.0,4.77477071523483
Table S5,1500.0,43.0,5.04766937192637
Table S5,1500.0,44.0,5.31998379220856
Table S5,1500.0,45.0,5.59172353114684
Table S5,1500.0,46.0,5.86289783023185
Table S5,1500.0,47.0,6.13351563272069
Table S5,1500.0,48.0,6.40358559799051
Table S5,1500.0,49.0,6.67311611498248
Table S5,1500.0,50.0,6.94211531480724
Table S5,1500.0,51.0,7.21059108257615
Table S5,1500.0,52.0,7.47855106851697
Table S5,1500.0,53.0,7.74600269842723
Table S5,1500.0,54.0,8.01295318351399
Table S5,1500.0,55.0,8.27940952966441
Table S5,1500.0,56.0,8.54537854618761
Table S5,1500.0,57.0,8.81086685406531
Table S5,1500.0,58.0,9.07588089374491
Table S5,1500.0,59.0,9.34042693250673
Table S5,1500.0,60.0,9.60451107143383
Table S5,1500.0,61.0,9.86813925201115
Table S5,1500.0,62.0,10.131317262378
Table S5,1500.0,63.0,10.3940507432571
Table S5,1500.0,64.0,10.6563451935795
Table S5,1500.0,65.0,10.9182059758262
Table S5,1500.0,66.0,11.1796383211034
Table S5,1500.0,67.0,11.4406473339676
Table S5,1500.0,68.0,11.701237997016
Table S5,1500.0,69.0,11.9614151752566
Table S5,1500.0,70.0,12.221183620271
Table S5,1500.0,71.0,12.4805479741814
Table S5,1500.0,72.0,12.739512773434
Table S5,1500.0,73.0,12.9980824524096
Table S5,1500.0,74.0,13.2562613468695
Table S5,1500.0,75.0,13.5140536972484
Table S5,1500.0,76.0,13.7714636518005
Table S5,1500.0,77.0,14.0284952696083
Table S5,1500.0,78.0,14.2851525234613
Table S5,1500.0,79.0,14.5414393026107
Table S5,1500.0,80.0,14.7973594154082
Table S5,1500.0,81.0,15.0529165918337
Table S5,1500.0,82.0,15.3081144859181
Table S5,1500.0,83.0,15.5629566780668
Table S5,1500.0,84.0,15.8174466772891
Table S5,1500.0,85.0,16.0715879233371
Table S5,1500.0,86.0,16.3253837887606
Table S5,1500.0,87.0,16.5788375808798
Table S5,1500.0,88.0,16.8319525436823
Table S5,1500.0,89.0,17.0847318596457
Table S5,1500.0,90.0,17.337178651491
Table S5,1500.0,91.0,17.5892959838698
Table S5,1500.0,92.0,17.8410868649875
Table S5,1500.0,93.0,18.0925542481668
Table S5,1500.0,94.0,18.3437010333534
Table S5,1500.0,95.0,18.5945300685665
Table S5,1500.0,96.0,18.8450441512973
Table S5,1500.0,97.0,19.0952460298572
Table S5,1500.0,98.0,19.3451384046781
Table S5,1500.0,99.0,19.5947239295672
Table S5,1500.0,100.0,19.8440052129174
Table S5,1600.0,0.0,-6.42444502912556
Table S5,1600.0,1.0,-6.12667068906483
Table S5,1600.0,2.0,-5.83088142673431
Table S5,1600.0,3.0,-5.53695920494531
Table S5,1600.0,4.0,-5.24479929308873
Table S5,1600.0,5.0,-4.95430815807564
Table S5,1600.0,6.0,-4.66540177365682
Table S5,1600.0,7.0,-4.37800425051589
Table S5,1600.0,8.0,-4.09204671527816
Table S5,1600.0,9.0,-3.80746638485031
Table S5,1600.0,10.0,-3.52420579564592
Table S5,1600.0,11.0,-3.24221215682055
Table S5,1600.0,12.0,-2.96143680369153
Table S5,1600.0,13.0,-2.68183473277384
Table S5,1600.0,14.0,-2.40336420382348
Table S5,1600.0,15.0,-2.12598639729426
Table S5,1600.0,16.0,-1.84966511792998
Table S5,1600.0,17.0,-1.57436653701013
Table S5,1600.0,18.0,-1.30005896717225
Table S5,1600.0,19.0,-1.0267126648412
Table S5,1600.0,20.0,-0.754299656175576
Table S5,1600.0,21.0,-0.482793583145042
Table S5,1600.0,22.0,-0.212169566919425
Table S5,1600.0,23.0,0.0575959137903447
Table S5,1600.0,24.0,0.326525131424599
Table S5,1600.0,25.0,0.594639206978597
Table S5,1600.0,26.0,0.86195819754219
Table S5,1600.0,27.0,1.1285011751903
Table S5,1600.0,28.0,1.3942862982643
Table S5,1600.0,29.0,1.65933087593815
Table S5,1600.0,30.0,1.92365142684035
Table S5,1600.0,31.0,2.18726373239919
Table S5,1600.0,32.0,2.45018288549088
Table S5,1600.0,33.0,2.71242333489583
Table S5,1600.0,34.0,2.97399892600426
Table S5,1600.0,35.0,3.23492293815816
Table S5,1600.0,36.0,3.49520811896961
Table S5,1600.0,37.0,3.75486671591516
Table S5,1600.0,38.0,4.01391050547106
Table S5,1600.0,39.0,4.27235082002387
Table S5,1600.0,40.0,4.53019857276467
Table S5,1600.0,41.0,4.78746428075229
Table S5,1600.0,42.0,5.04415808631067
Table S5,1600.0,43.0,5.30028977690819
Table S5,1600.0,44.0,5.55586880365115
Table S5,1600.0,45.0,5.81090429851026
Table S5,1600.0,46.0,6.06540509038659
Table S5,1600.0,47.0,6.31937972011342
Table S5,1600.0,48.0,6.57283645448044
Table S5,1600.0,49.0,6.82578329935891
Table S5,1600.0,50.0,7.07822801199853
Table S5,1600.0,51.0,7.33017811256065
Table S5,1600.0,52.0,7.58164089494596
Table S5,1600.0,53.0,7.83262343697009
Table S5,1600.0,54.0,8.08313260993538
Table S5,1600.0,55.0,8.33317508764311
Table S5,1600.0,56.0,8.58275735488642
Table S5,1600.0,57.0,8.83188571546103
Table S5,1600.0,58.0,9.0805662997273
Table S5,1600.0,59.0,9.32880507175489
Table S5,1600.0,60.0,9.57660783607836
Table S5,1600.0,61.0,9.82398024408986
Table S5,1600.0,62.0,10.070927800093
Table S5,1600.0,63.0,10.3174558670405
Table S5,1600.0,64.0,10.5635696719749
Table S5,1600.0,65.0,10.8092743111928
Table S5,1600.0,66.0,11.0545747551492
Table S5,1600.0,67.0,11.299475853118
Table S5,1600.0,68.0,11.5439823376239
Table S5,1600.0,69.0,11.7880988286598
Table S5,1600.0,70.0,12.0318298377023
Table S5,1600.0,71.0,12.275179771537
Table S5,1600.0,72.0,12.5181529359053
Table S5,1600.0,73.0,12.7607535389831
Table S5,1600.0,74.0,13.0029856946995
Table S5,1600.0,75.0,13.2448534259073
Table S5,1600.0,76.0,13.4863606674112
Table S5,1600.0,77.0,13.7275112688618
Table S5,1600.0,78.0,13.9683089975251
Table S5,1600.0,79.0,14.2087575409304
Table S5,1600.0,80.0,14.4488605094069
Table S5,1600.0,81.0,14.6886214385122
Table S5,1600.0,82.0,14.9280437913595
Table S5,1600.0,83.0,15.167130960849
Table S5,1600.0,84.0,15.4058862718075
Table S5,1600.0,85.0,15.6443129830418
Table S5,1600.0,86.0,15.8824142893095
Table S5,1600.0,87.0,16.1201933232116
Table S5,1600.0,88.0,16.3576531570111
Table S5,1600.0,89.0,16.5947968043806
Table S5,1600.0,90.0,16.8316272220828
Table S5,1600.0,91.0,17.0681473115863
Table S5,1600.0,92.0,17.3043599206217
Table S5,1600.0,93.0,17.5402678446779
Table S5,1600.0,94.0,17.7758738284442
Table S5,1600.0,95.0,18.0111805671987
Table S5,1600.0,96.0,18.2461907081469
Table S5,1600.0,97.0,18.4809068517111
Table S5,1600.0,98.0,18.7153315527747
Table S5,1600.0,99.0,18.9494673218823
Table S5,1600.0,100.0,19.1833166263969
Table S5,1700.0,0.0,-5.53538242418564
Table S5,1700.0,1.0,-5.25397541650308
Table S5,1700.0,2.0,-4.97451749781229
Table S5,1700.0,3.0,-4.69688730858652
Table S5,1700.0,4.0,-4.42097779461988
Table S5,1700.0,5.0,-4.14669384072086
Table S5,1700.0,6.0,-3.87395039348347
Table S5,1700.0,7.0,-3.60267095441584
Table S5,1700.0,8.0,-3.33278635725946
Table S5,1700.0,9.0,-3.06423376606912
Table S5,1700.0,10.0,-2.79695584673675
Table S5,1700.0,11.0,-2.53090007622122
Table S5,1700.0,12.0,-2.266018162176
Table S5,1700.0,13.0,-2.00226555188092
Table S5,1700.0,14.0,-1.73960101401878
Table S5,1700.0,15.0,-1.47798628033223
Table S5,1700.0,16.0,-1.21738573685862
Table S5,1700.0,17.0,-0.957766156488922
Table S5,1700.0,18.0,-0.69909646618663
Table S5,1700.0,19.0,-0.441347543447769
Table S5,1700.0,20.0,-0.184492037565399
Table S5,1700.0,21.0,0.0714957879562447
Table S5,1700.0,22.0,0.326640194867119
Table S5,1700.0,23.0,0.580964094040788
Table S5,1700.0,24.0,0.834489155862908
Table S5,1700.0,25.0,1.08723590891965
Table S5,1700.0,26.0,1.33922382849265
Table S5,1700.0,27.0,1.59047141614058
Table S5,1700.0,28.0,1.84099627145989
Table S5,1700.0,29.0,2.09081515696061
Table S5,1700.0,30.0,2.33994405686223
Table S5,1700.0,31.0,2.58839823050459
Table S5,1700.0,32.0,2.8361922609756
Table S5,1700.0,33.0,3.08334009947883
Table S5,1700.0,34.0,3.32985510589714
Table S5,1700.0,35.0,3.57575008595103
Table S5,1700.0,36.0,3.82103732530138
Table S5,1700.0,37.0,4.06572862090433
Table S5,1700.0,38.0,4.30983530988922
Table S5,1700.0,39.0,4.55336829619967
Table S5,1700.0,40.0,4.79633807520985
Table S5,1700.0,41.0,5.03875475650511
Table S5,1700.0,42.0,5.28062808499462
Table S5,1700.0,43.0,5.52196746050615
Table S5,1700.0,44.0,5.76278195599695
Table S5,1700.0,45.0,6.00308033450094
Table S5,1700.0,46.0,6.24287106491982
Table S5,1700.0,47.0,6.48216233675532
Table S5,1700.0,48.0,6.72096207386976
Table S5,1700.0,49.0,6.95927794735389
Table S5,1700.0,50.0,7.19711738757335
Table S5,1700.0,51.0,7.43448759545823
Table S5,1700.0,52.0,7.67139555309442
Table S5,1700.0,53.0,7.90784803366989
Table S5,1700.0,54.0,8.14385161082447
Table S5,1700.0,55.0,8.37941266744708
Table S5,1700.0,56.0,8.61453740396087
Table S5,1700.0,57.0,8.84923184613288
Table S5,1700.0,58.0,9.08350185244208
Table S5,1700.0,59.0,9.31735312103656
Table S5,1700.0,60.0,9.55079119630807
Table S5,1700.0,61.0,9.78382147511008
Table S5,1700.0,62.0,10.0164492126431
Table S5,1700.0,63.0,10.2486795280295
Table S5,1700.0,64.0,10.4805174095978
Table S5,1700.0,65.0,10.7119677198949
Table S5,1700.0,66.0,10.9430352004449
Table S5,1700.0,67.0,11.1737244762686
Table S5,1700.0,68.0,11.4040400601796
Table S5,1700.0,69.0,11.6339863568707
Table S5,1700.0,70.0,11.8635676668028
Table S5,1700.0,71.0,12.0927881899081
Table S5,1700.0,72.0,12.32165202912
Table S5,1700.0,73.0,12.5501631937369
Table S5,1700.0,74.0,12.7783256026327
Table S5,1700.0,75.0,13.0061430873203
Table S5,1700.0,76.0,13.2336193948783
