experiment,run_number,phase,measurement_sequence,unit_cell_volume_a3,unit_cell_volume_standard_error_a3
DAC-2,147,hcp-Fe,,17.58452,0.06419
DAC-2,147,MgO,,56.53790,0.46057
DAC-2,147,NaCl-B2,,22.29251,0.01567
DAC-2,147,Pt,last,50.42011,0.06859
DAC-2,148,Pt,first,50.41655,0.07025
DAC-2,148,Ta,,28.28013,0.02252
DAC-2,148,Cu,,35.63106,0.06359
DAC-2,148,Au,,53.51856,0.14675
DAC-2,148,W,,26.58154,0.04274
DAC-2,148,Mo,,25.48770,0.02360
DAC-2,148,hcp-Fe,,17.55824,0.06748
DAC-2,148,MgO,,56.50560,0.32399
DAC-2,148,NaCl-B2,,22.26556,0.01226
DAC-2,148,Pt,last,50.36896,0.06492
DAC-2,149,Pt,first,50.36261,0.06203
DAC-2,149,Ta,,28.24360,0.02454
DAC-2,149,Cu,,35.57989,0.06564
DAC-2,149,Au,,53.45629,0.14901
DAC-2,149,W,,26.55629,0.04196
DAC-2,149,Mo,,25.45997,0.03042
DAC-2,149,hcp-Fe,,17.53254,0.06789
DAC-2,149,MgO,,56.42688,0.20581
DAC-2,149,NaCl-B2,,22.21001,0.04344
DAC-2,149,Pt,last,50.32584,0.06125
DAC-2,150,Pt,first,50.31236,0.05926
DAC-2,150,Ta,,28.20901,0.02416
DAC-2,150,Cu,,35.53143,0.06254
DAC-2,150,Au,,53.39163,0.16803
DAC-2,150,W,,26.52654,0.04041
DAC-2,150,Mo,,25.42498,0.02666
DAC-2,150,hcp-Fe,,17.51725,0.07069
DAC-2,150,MgO,,56.34644,0.29118
DAC-2,150,NaCl-B2,,22.16434,0.04805
DAC-2,150,Pt,last,50.27625,0.05990
DAC-2,151,Pt,first,50.26567,0.05264
DAC-2,151,Ta,,28.18081,0.02293
DAC-2,151,Cu,,35.48610,0.06474
DAC-2,151,Au,,53.33127,0.15241
DAC-2,151,W,,26.49653,0.04100
DAC-2,151,Mo,,25.40017,0.02850
DAC-2,151,hcp-Fe,,17.48971,0.06979
DAC-2,151,MgO,,56.27239,0.19259
DAC-2,151,NaCl-B2,,22.12864,0.01164
DAC-2,151,Pt,last,50.23806,0.05151
DAC-2,152,Pt,first,50.21722,0.05767
DAC-2,152,Ta,,28.13857,0.02092
DAC-2,152,Cu,,35.44178,0.06486
DAC-2,152,Au,,53.26834,0.16635
DAC-2,152,W,,26.46796,0.04090
DAC-2,152,Mo,,25.37280,0.03084
DAC-2,152,hcp-Fe,,17.46667,0.06567
DAC-2,152,MgO,,56.03548,0.19527
DAC-2,152,NaCl-B2,,22.07467,0.01930
DAC-2,152,Pt,last,50.18331,0.05730
DAC-2,153,Pt,first,50.17770,0.06033
DAC-2,153,Ta,,28.10843,0.02749
DAC-2,153,Cu,,35.39601,0.06471
DAC-2,153,Au,,53.21403,0.15768
DAC-2,153,W,,26.44222,0.04085
DAC-2,153,Mo,,25.34557,0.02695
DAC-2,153,hcp-Fe,,17.44636,0.07678
DAC-2,153,MgO,,55.85042,0.29419
DAC-2,153,NaCl-B2,,22.03690,0.01595
DAC-2,153,Pt,last,50.14332,0.05408
DAC-2,154,Pt,first,50.13407,0.05402
DAC-2,154,Ta,,28.07760,0.02476
DAC-2,154,Cu,,35.35292,0.05977
DAC-2,154,Au,,53.14687,0.15921
DAC-2,154,W,,26.41447,0.03961
DAC-2,154,Mo,,25.31564,0.02632
DAC-2,154,hcp-Fe,,17.42817,0.05555
DAC-2,154,MgO,,55.83547,0.23252
DAC-2,154,NaCl-B2,,21.99018,0.02662
DAC-2,154,Pt,last,50.09113,0.05413
DAC-2,155,Pt,first,50.08281,0.05304
DAC-2,155,Ta,,28.04130,0.02412
DAC-2,155,Cu,,35.30437,0.05942
DAC-2,155,Au,,53.09375,0.17198
DAC-2,155,W,,26.38587,0.03767
DAC-2,155,Mo,,25.28329,0.02525
DAC-2,155,hcp-Fe,,17.39966,0.05042
DAC-2,155,MgO,,55.69273,0.33073
DAC-2,155,NaCl-B2,,21.94073,0.02035
DAC-2,155,Pt,last,50.05320,0.05484
DAC-2,156,Pt,first,50.04627,0.05535
DAC-2,156,Ta,,28.00781,0.02364
DAC-2,156,Cu,,35.26104,0.05979
DAC-2,156,Au,,53.03909,0.15618
DAC-2,156,W,,26.35799,0.03852
DAC-2,156,Mo,,25.25351,0.02662
DAC-2,156,hcp-Fe,,17.38238,0.06421
DAC-2,156,MgO,,55.60992,0.23576
DAC-2,156,NaCl-B2,,21.89336,0.02973
DAC-2,156,Pt,last,50.00391,0.05280
DAC-2,157,Pt,first,49.99450,0.05832
DAC-2,157,Ta,,27.97584,0.02599
DAC-2,157,Cu,,35.21496,0.05898
DAC-2,157,Au,,52.98160,0.13285
DAC-2,157,W,,26.33124,0.03843
DAC-2,157,Mo,,25.22428,0.02541
DAC-2,157,hcp-Fe,,17.36123,0.05277
DAC-2,157,MgO,,55.54297,0.20902
DAC-2,157,NaCl-B2,,21.85218,0.00883
DAC-2,157,Pt,last,49.94784,0.06128
DAC-2,158,Pt,first,49.93379,0.04735
DAC-2,158,Ta,,27.93408,0.02641
DAC-2,158,Cu,,35.16358,0.05944
DAC-2,158,Au,,52.91025,0.15463
DAC-2,158,W,,26.29792,0.03774
DAC-2,158,Mo,,25.19265,0.02546
DAC-2,158,hcp-Fe,,17.33363,0.06192
DAC-2,158,MgO,,55.45065,0.09647
DAC-2,158,NaCl-B2,,21.79452,0.02010
DAC-2,158,Pt,last,49.91723,0.05749
DAC-2,159,Pt,first,49.88440,0.05083
DAC-2,159,Ta,,27.89755,0.02325
DAC-2,159,Cu,,35.10813,0.05884
DAC-2,159,Au,,52.83138,0.16929
DAC-2,159,W,,26.26548,0.03505
DAC-2,159,Mo,,25.15532,0.02951
DAC-2,159,hcp-Fe,,17.31221,0.07988
DAC-2,159,MgO,,55.36571,0.15553
DAC-2,159,NaCl-B2,,21.75061,0.01022
DAC-2,159,Pt,last,49.85511,0.04688
DAC-2,160,Pt,first,49.82652,0.05613
DAC-2,160,Ta,,27.85644,0.03042
DAC-2,160,Cu,,35.05746,0.05999
DAC-2,160,Au,,52.76069,0.14870
DAC-2,160,W,,26.23080,0.03392
DAC-2,160,Mo,,25.11855,0.03016
DAC-2,160,hcp-Fe,,17.28925,0.07450
DAC-2,160,MgO,,55.25924,0.18410
DAC-2,160,NaCl-B2,,21.68937,0.03668
DAC-2,160,Pt,last,49.79126,0.04965
DAC-2,161,Pt,first,49.77013,0.04477
DAC-2,161,Ta,,27.81413,0.02714
DAC-2,161,Cu,,35.00646,0.05586
DAC-2,161,Au,,52.69433,0.17129
DAC-2,161,W,,26.19671,0.03335
DAC-2,161,Mo,,25.08238,0.02815
DAC-2,161,hcp-Fe,,17.25598,0.05657
DAC-2,161,MgO,,55.16939,0.18751
DAC-2,161,NaCl-B2,,21.64320,0.04835
DAC-2,161,Pt,last,49.73576,0.04356
DAC-2,162,Pt,first,49.71578,0.04424
DAC-2,162,Ta,,27.77238,0.02989
DAC-2,162,Cu,,34.94911,0.05316
DAC-2,162,Au,,52.62271,0.12608
DAC-2,162,W,,26.16683,0.03012
DAC-2,162,Mo,,25.05067,0.02971
DAC-2,162,hcp-Fe,,17.23257,0.06978
DAC-2,162,MgO,,55.06799,0.29054
DAC-2,162,NaCl-B2,,21.60822,0.03850
DAC-2,162,Pt,last,49.68703,0.04574
DAC-2,163,Pt,first,49.66085,0.04798
DAC-2,163,Ta,,27.73491,0.02532
DAC-2,163,Cu,,34.89924,0.05468
DAC-2,163,Au,,52.55046,0.17627
DAC-2,163,W,,26.13392,0.03233
DAC-2,163,Mo,,25.01619,0.02963
DAC-2,163,hcp-Fe,,17.20183,0.06111
DAC-2,163,MgO,,54.95710,0.24412
DAC-2,163,NaCl-B2,,21.54117,0.01765
DAC-2,163,Pt,last,49.62484,0.05613
DAC-2,164,Pt,first,49.60832,0.04960
DAC-2,164,Ta,,27.69355,0.02893
DAC-2,164,Cu,,34.84611,0.05229
DAC-2,164,Au,,52.49207,0.15283
DAC-2,164,W,,26.10053,0.03131
DAC-2,164,Mo,,24.98332,0.02771
DAC-2,164,hcp-Fe,,17.18060,0.07574
DAC-2,164,MgO,,54.87220,0.24035
DAC-2,164,NaCl-B2,,21.49357,0.05854
DAC-2,164,Pt,last,49.58609,0.05287
DAC-2,165,Pt,first,49.55264,0.05788
DAC-2,165,Ta,,27.65705,0.02747
DAC-2,165,Cu,,34.79776,0.05500
DAC-2,165,Au,,52.42103,0.13670
DAC-2,165,W,,26.07096,0.03255
DAC-2,165,Mo,,24.95858,0.02270
DAC-2,165,hcp-Fe,,17.15576,0.06929
DAC-2,165,MgO,,54.81925,0.18869
DAC-2,165,NaCl-B2,,21.45051,0.02578
DAC-2,165,Pt,last,49.53192,0.05951
DAC-2,166,Pt,first,49.50108,0.05539
DAC-2,166,Ta,,27.61578,0.02279
DAC-2,166,Cu,,34.74333,0.05459
DAC-2,166,Au,,52.34679,0.15163
DAC-2,166,W,,26.03753,0.03379
DAC-2,166,Mo,,24.91971,0.01865
DAC-2,166,hcp-Fe,,17.13127,0.06918
DAC-2,166,MgO,,54.71213,0.17918
DAC-2,166,NaCl-B2,,21.40375,0.00780
DAC-2,166,Pt,last,49.45319,0.05184
DAC-2,167,Pt,first,49.44282,0.05399
DAC-2,167,Ta,,27.57285,0.02829
DAC-2,167,Cu,,34.69033,0.05461
DAC-2,167,Au,,52.28097,0.15028
DAC-2,167,W,,26.00900,0.03198
DAC-2,167,Mo,,24.89670,0.02079
DAC-2,167,hcp-Fe,,17.10776,0.06626
DAC-2,167,MgO,,54.63654,0.16535
DAC-2,167,NaCl-B2,,21.34674,0.01879
DAC-2,167,Pt,last,49.40070,0.06020
DAC-2,168,Pt,first,49.39502,0.05235
DAC-2,168,Ta,,27.54063,0.02966
DAC-2,168,Cu,,34.64032,0.05333
DAC-2,168,Au,,52.21581,0.13903
DAC-2,168,W,,25.97615,0.03345
DAC-2,168,Mo,,24.86021,0.01814
DAC-2,168,hcp-Fe,,17.08365,0.07019
DAC-2,168,MgO,,54.57584,0.20826
DAC-2,168,NaCl-B2,,21.31037,0.01084
DAC-2,168,Pt,last,49.35342,0.05258
DAC-2,169,Pt,first,49.34298,0.04950
DAC-2,169,Ta,,27.50380,0.03106
DAC-2,169,Cu,,34.59239,0.04933
DAC-2,169,Au,,52.14827,0.15328
DAC-2,169,W,,25.94413,0.03583
DAC-2,169,Mo,,24.83028,0.02463
DAC-2,169,hcp-Fe,,17.06523,0.06273
DAC-2,169,MgO,,54.42238,0.24783
DAC-2,169,NaCl-B2,,21.27210,0.04079
DAC-2,169,Pt,last,49.30710,0.05288
DAC-2,170,Pt,first,49.30214,0.05035
DAC-2,170,Ta,,27.46689,0.03227
DAC-2,170,Cu,,34.54790,0.04962
DAC-2,170,Au,,52.08799,0.14944
DAC-2,170,W,,25.91093,0.03418
DAC-2,170,Mo,,24.80563,0.02640
DAC-2,170,hcp-Fe,,17.03852,0.07280
DAC-2,170,MgO,,54.38393,0.22045
DAC-2,170,NaCl-B2,,21.22164,0.02495
DAC-2,170,Pt,last,49.27373,0.04695
DAC-2,171,Pt,first,49.24770,0.04105
DAC-2,171,Ta,,27.42869,0.02703
DAC-2,171,Cu,,34.48919,0.05008
DAC-2,171,Au,,52.02241,0.16140
DAC-2,171,W,,25.88210,0.03363
DAC-2,171,Mo,,24.76593,0.02523
DAC-2,171,hcp-Fe,,17.02059,0.07832
DAC-2,171,MgO,,54.31888,0.21996
DAC-2,171,NaCl-B2,,21.17791,0.03869
DAC-2,171,Pt,last,49.21104,0.04274
DAC-2,172,Pt,first,49.20100,0.04422
DAC-2,172,Ta,,27.39101,0.02778
DAC-2,172,Cu,,34.44805,0.04889
DAC-2,172,Au,,51.96088,0.15134
DAC-2,172,W,,25.85133,0.03459
DAC-2,172,Mo,,24.74078,0.02639
DAC-2,172,hcp-Fe,,16.99388,0.08260
DAC-2,172,MgO,,54.17618,0.17537
DAC-2,172,NaCl-B2,,21.14418,0.00806
DAC-2,172,Pt,last,49.16649,0.04258
DAC-2,173,Pt,first,49.15322,0.04188
DAC-2,173,Ta,,27.35140,0.02540
DAC-2,173,Cu,,34.39174,0.05160
DAC-2,173,Au,,51.89774,0.14230
DAC-2,173,W,,25.82234,0.03243
DAC-2,173,Mo,,24.70090,0.02607
DAC-2,173,hcp-Fe,,16.97499,0.07755
DAC-2,173,MgO,,54.12492,0.17675
DAC-2,173,NaCl-B2,,21.10495,0.01136
DAC-2,173,Pt,last,49.10559,0.04070
DAC-2,174,Pt,first,49.09873,0.03995
DAC-2,174,Ta,,27.31889,0.02787
DAC-2,174,Cu,,34.34851,0.04866
DAC-2,174,Au,,51.83861,0.14912
DAC-2,174,W,,25.79466,0.03264
DAC-2,174,Mo,,24.66445,0.02800
DAC-2,174,hcp-Fe,,16.95184,0.07457
DAC-2,174,MgO,,54.04464,0.23641
DAC-2,174,NaCl-B2,,21.04828,0.01414
DAC-2,174,Pt,last,49.08596,0.04262
DAC-2,175,Pt,first,49.05358,0.04298
DAC-2,175,Ta,,27.27885,0.02605
DAC-2,175,Cu,,34.30338,0.05274
DAC-2,175,Au,,51.77405,0.14599
DAC-2,175,W,,25.76534,0.03305
DAC-2,175,Mo,,24.63603,0.03017
DAC-2,175,hcp-Fe,,16.93608,0.08719
DAC-2,175,MgO,,53.95664,0.25444
DAC-2,175,NaCl-B2,,21.01804,0.02178
DAC-2,175,Pt,last,49.01582,0.04660
DAC-2,176,Pt,first,49.00553,0.03730
DAC-2,176,Ta,,27.24549,0.02535
DAC-2,176,Cu,,34.26032,0.05190
DAC-2,176,Au,,51.71327,0.15175
DAC-2,176,W,,25.73318,0.03448
DAC-2,176,Mo,,24.61018,0.03258
DAC-2,176,hcp-Fe,,16.91120,0.06886
DAC-2,176,MgO,,53.89882,0.23664
DAC-2,176,NaCl-B2,,20.96947,0.06540
DAC-2,176,Pt,last,48.96562,0.04347
DAC-2,177,Pt,first,48.96276,0.04375
DAC-2,177,Ta,,27.20488,0.02621
DAC-2,177,Cu,,34.20992,0.05498
DAC-2,177,Au,,51.65449,0.15230
DAC-2,177,W,,25.70848,0.03352
DAC-2,177,Mo,,24.58111,0.03135
DAC-2,177,hcp-Fe,,16.88837,0.07418
DAC-2,177,MgO,,53.81555,0.22163
DAC-2,177,NaCl-B2,,20.93433,0.03418
DAC-2,177,Pt,last,48.92217,0.03776
DAC-2,178,Pt,first,48.89303,0.06075
DAC-2,178,Ta,,27.15814,0.02428
DAC-2,178,Cu,,34.15575,0.04682
DAC-2,178,Au,,51.57862,0.15315
DAC-2,178,W,,25.66584,0.03540
DAC-2,178,Mo,,24.53813,0.03302
DAC-2,178,hcp-Fe,,16.87912,0.05761
DAC-2,178,MgO,,53.74724,0.33243
DAC-2,178,NaCl-B2,,20.91228,0.07837
DAC-2,178,Pt,last,48.86340,0.02807
DAC-2,179,Pt,first,48.84602,0.05569
DAC-2,179,Ta,,27.17187,0.03287
DAC-2,179,Cu,,34.11746,0.04612
DAC-2,179,Au,,51.52760,0.15603
DAC-2,179,W,,25.63728,0.03494
DAC-2,179,Mo,,24.50863,0.03485
DAC-2,179,hcp-Fe,,16.86097,0.06675
DAC-2,179,MgO,,53.67438,0.31692
DAC-2,179,NaCl-B2,,20.86705,0.02921
DAC-2,179,Pt,last,48.82303,0.05827
DAC-2,180,Pt,first,48.80576,0.05567
DAC-2,180,Ta,,27.18539,0.04911
DAC-2,180,Cu,,34.06879,0.04759
DAC-2,180,Au,,51.46742,0.16206
DAC-2,180,W,,25.61062,0.03588
DAC-2,180,Mo,,24.48089,0.03687
DAC-2,180,hcp-Fe,,16.84398,0.07167
DAC-2,180,MgO,,53.59919,0.24995
DAC-2,180,NaCl-B2,,20.83482,0.01932
DAC-2,180,Pt,last,48.77592,0.05874
DAC-2,181,Pt,first,48.76759,0.05684
DAC-2,181,Ta,,27.14621,0.04928
DAC-2,181,Cu,,34.02352,0.05047
DAC-2,181,Au,,51.41248,0.14950
DAC-2,181,W,,25.58469,0.03510
DAC-2,181,Mo,,24.45337,0.03993
DAC-2,181,hcp-Fe,,16.83627,0.09172
DAC-2,181,MgO,,53.55563,0.12359
DAC-2,181,NaCl-B2,,20.79496,0.04366
DAC-2,181,Pt,last,48.74511,0.05635
DAC-2,182,Pt,first,48.71920,0.05777
DAC-2,182,Ta,,27.12048,0.04477
DAC-2,182,Cu,,33.98490,0.05260
DAC-2,182,Au,,51.35926,0.13613
DAC-2,182,W,,25.55828,0.03518
DAC-2,182,Mo,,24.42695,0.04239
DAC-2,182,hcp-Fe,,16.80502,0.06451
DAC-2,182,MgO,,53.44634,0.21736
DAC-2,182,NaCl-B2,,20.75507,0.04873
DAC-2,182,Pt,last,48.69409,0.05663
DAC-2,183,Pt,first,48.68133,0.05463
DAC-2,183,Ta,,27.08847,0.04463
DAC-2,183,Cu,,33.94286,0.05098
DAC-2,183,Au,,51.30222,0.15077
DAC-2,183,W,,25.52988,0.03604
DAC-2,183,Mo,,24.39595,0.04157
DAC-2,183,hcp-Fe,,16.78543,0.06095
DAC-2,183,MgO,,53.39464,0.27027
DAC-2,183,NaCl-B2,,20.71286,0.04210
DAC-2,183,Pt,last,48.65958,0.05335
DAC-2,184,Pt,first,48.64408,0.05145
DAC-2,184,Ta,,27.05646,0.04861
DAC-2,184,Cu,,33.89936,0.05189
DAC-2,184,Au,,51.24749,0.16191
DAC-2,184,W,,25.50136,0.03713
DAC-2,184,Mo,,24.37066,0.04334
DAC-2,184,hcp-Fe,,16.76807,0.06968
DAC-2,184,MgO,,53.33834,0.24958
DAC-2,184,NaCl-B2,,20.68466,0.01500
DAC-2,184,Pt,last,48.62287,0.05036
DAC-2,185,Pt,first,48.60462,0.04607
DAC-2,185,Ta,,27.02307,0.04834
DAC-2,185,Cu,,33.86352,0.05062
DAC-2,185,Au,,51.18720,0.16899
DAC-2,185,W,,25.47583,0.03686
DAC-2,185,Mo,,24.34350,0.04268
DAC-2,185,hcp-Fe,,16.75093,0.06166
DAC-2,185,MgO,,53.24377,0.22502
DAC-2,185,NaCl-B2,,20.64891,0.04960
DAC-2,185,Pt,last,48.57792,0.04467
DAC-2,186,Pt,first,48.56389,0.04239
DAC-2,186,Ta,,26.99347,0.04676
DAC-2,186,Cu,,33.82083,0.05008
DAC-2,186,Au,,51.13487,0.14766
DAC-2,186,W,,25.45168,0.03614
DAC-2,186,Mo,,24.31829,0.03958
DAC-2,186,hcp-Fe,,16.73317,0.06871
DAC-2,186,MgO,,53.16080,0.24492
DAC-2,186,NaCl-B2,,20.61746,0.04434
DAC-2,186,Pt,last,48.54265,0.04546
DAC-2,187,Pt,first,48.52214,0.04136
DAC-2,187,Ta,,26.95796,0.04689
DAC-2,187,Cu,,33.78039,0.05429
DAC-2,187,Au,,51.07958,0.15748
DAC-2,187,W,,25.42556,0.03693
DAC-2,187,Mo,,24.28827,0.04274
DAC-2,187,hcp-Fe,,16.70994,0.06113
DAC-2,187,MgO,,53.11917,0.24027
DAC-2,187,NaCl-B2,,20.57245,0.02767
DAC-2,187,Pt,last,48.49044,0.04057
DAC-2,188,Pt,first,48.48238,0.03893
DAC-2,188,Ta,,26.93074,0.04728
DAC-2,188,Cu,,33.74431,0.05363
DAC-2,188,Au,,51.02682,0.14501
DAC-2,188,W,,25.40092,0.03501
DAC-2,188,Mo,,24.26031,0.04345
DAC-2,188,hcp-Fe,,16.69169,0.06087
DAC-2,188,MgO,,53.02152,0.22522
DAC-2,188,NaCl-B2,,20.54359,0.01702
DAC-2,188,Pt,last,48.45899,0.04044
DAC-2,189,Pt,first,48.43653,0.03852
DAC-2,189,Ta,,26.90130,0.04331
DAC-2,189,Cu,,33.69528,0.05316
DAC-2,189,Au,,50.97286,0.15342
DAC-2,189,W,,25.37847,0.03614
DAC-2,189,Mo,,24.23307,0.04438
DAC-2,189,hcp-Fe,,16.68596,0.07566
DAC-2,189,MgO,,52.96477,0.29615
DAC-2,189,NaCl-B2,,20.51802,0.01364
DAC-2,189,Pt,last,48.42436,0.03721
DAC-2,190,Pt,first,48.39704,0.04036
DAC-2,190,Ta,,26.87412,0.04668
DAC-2,190,Cu,,33.66122,0.05141
DAC-2,190,Au,,50.92115,0.16076
DAC-2,190,W,,25.35087,0.03626
DAC-2,190,Mo,,24.20686,0.04595
DAC-2,190,hcp-Fe,,16.66232,0.06619
DAC-2,190,MgO,,52.89988,0.24857
DAC-2,190,NaCl-B2,,20.48089,0.03362
DAC-2,190,Pt,last,48.37902,0.03979
DAC-2,191,Pt,first,48.35986,0.03422
DAC-2,191,Ta,,26.83999,0.04259
DAC-2,191,Cu,,33.62137,0.05415
DAC-2,191,Au,,50.86391,0.16276
DAC-2,191,W,,25.32735,0.03585
DAC-2,191,Mo,,24.19433,0.04943
DAC-2,191,hcp-Fe,,16.64139,0.05566
DAC-2,191,MgO,,52.85516,0.20375
DAC-2,191,NaCl-B2,,20.44260,0.01353
DAC-2,191,Pt,last,48.34346,0.03360
DAC-2,192,Pt,first,48.32099,0.03144
DAC-2,192,Ta,,26.81127,0.04466
DAC-2,192,Cu,,33.58487,0.05253
DAC-2,192,Au,,50.81529,0.15073
DAC-2,192,W,,25.30181,0.03665
DAC-2,192,Mo,,24.16897,0.05436
DAC-2,192,hcp-Fe,,16.62589,0.05881
DAC-2,192,MgO,,52.77758,0.21973
DAC-2,192,NaCl-B2,,20.40843,0.02500
DAC-2,192,Pt,last,48.29958,0.03293
DAC-2,193,Pt,first,48.28347,0.03365
DAC-2,193,Ta,,26.78043,0.04525
DAC-2,193,Cu,,33.54792,0.05232
DAC-2,193,Au,,50.76488,0.15798
DAC-2,193,W,,25.27567,0.03491
DAC-2,193,Mo,,24.13777,0.04308
DAC-2,193,hcp-Fe,,16.60851,0.05584
DAC-2,193,MgO,,52.73819,0.13063
DAC-2,193,NaCl-B2,,20.37353,0.01646
DAC-2,193,Pt,last,48.26599,0.03275
DAC-2,194,Ta,,26.75128,0.04515
DAC-2,194,Cu,,33.50660,0.05281
DAC-2,194,Au,,50.70995,0.16707
DAC-2,194,Mo,,24.11538,0.04425
DAC-2,194,hcp-Fe,,16.58935,0.07144
DAC-2,194,MgO,,52.69150,0.17014
DAC-2,194,Pt,last,48.23100,0.03486
